STATEFIPS,STATE,zipcode,Returns_pct1,Returns_pct2,Returns_pct3,Returns_pct4,Returns_pct5,Returns_pct6,total
36,NY,11362,28.6,18.08,13.96,12.13,20.14,7.09,8740
36,NY,11363,28.28,16.33,13.41,10.2,18.37,13.41,3430
36,NY,11364,34.04,19.27,14.49,10.84,16.57,4.78,17800
36,NY,11365,40.48,21.52,13.27,8.99,12.9,2.84,21470
36,NY,11366,36.55,19.61,12.93,8.77,16.05,6.09,6730
36,NY,11367,42.15,21.74,13.63,8.32,10.87,3.29,18860
36,NY,11368,57.43,25.65,10.22,3.83,2.68,0.19,48530
36,NY,11369,49.19,25.68,12.92,5.96,5.63,0.61,17950
36,NY,11370,45.2,23.13,13.68,7.48,8.99,1.51,13230
36,NY,11372,45.43,23.64,13.74,7.05,8.22,1.91,35020
36,NY,11373,53.82,24.14,11.62,5.13,4.64,0.65,50870
36,NY,11374,34.76,21.14,16.42,10.79,13.67,3.23,22900
36,NY,11375,25.37,16.72,15.82,12.26,20.64,9.19,35470
36,NY,11377,46.12,24.51,13.78,7.08,7.36,1.14,45490
36,NY,11378,38.15,22.79,14.57,9.69,12.3,2.49,17640
36,NY,11379,31.27,20.23,16.11,10.99,17.3,4.11,17750
36,NY,11385,40.25,26.15,15.62,7.95,8.85,1.17,48790
36,NY,11411,33.64,26.49,16.82,10.59,11.25,1.21,10760
36,NY,11412,39.32,28.53,15.4,8.51,7.68,0.57,19280
36,NY,11413,36.48,26.53,16.49,9.49,10,1.01,21710
36,NY,11414,28.38,20.72,17.12,12.24,17.64,3.9,13320
36,NY,11415,30.4,21.1,18.51,11.69,14.89,3.41,9670
36,NY,11416,49.31,27.49,12.81,5.52,4.54,0.32,12330
36,NY,11417,42.58,26.14,14.17,7.75,8.36,1,14960
36,NY,11418,46.02,25.52,13.21,6.66,7.28,1.3,17710
36,NY,11419,50.68,27.04,11.97,5.43,4.46,0.42,23560
36,NY,11420,43.48,27.45,14.07,7.34,6.99,0.65,23020
36,NY,11421,45.4,26.14,13.88,6.84,7.04,0.69,20310
36,NY,11422,35.81,27.23,16.24,9.6,10.02,1.09,16560
36,NY,11423,41.69,27.36,13.68,7.53,7.85,1.9,15280
36,NY,11426,33.41,20.48,14.9,10.73,17.2,3.29,9130
36,NY,11427,35.16,23.78,15.23,10.27,12.49,3.08,11690
36,NY,11428,38.93,26.09,15.12,8.99,9.98,0.89,10120
36,NY,11429,40.08,28.65,14.74,8.05,7.97,0.53,13300
36,NY,11430,33.33,22.22,27.78,16.67,0,0,180
36,NY,11432,47.49,24.29,12.22,6.36,7.42,2.22,28320
36,NY,11433,48.49,27.81,12.64,5.8,4.9,0.36,16540
36,NY,11434,39.01,29.1,16.61,8.16,6.63,0.49,32580
36,NY,11435,44.86,25.71,14.26,7.55,6.94,0.68,26370
36,NY,11436,42.86,28.47,15.21,7.3,5.86,0.31,9730
36,NY,11501,26.23,18.19,15.36,11.79,21.57,6.86,10940
36,NY,11507,25.33,13.46,12.93,9.5,22.69,16.09,3790
36,NY,11509,24.22,12.5,11.72,8.59,22.66,20.31,1280
36,NY,11510,29.19,19.55,13.88,11.12,20.65,5.62,18160
36,NY,11514,25.68,19.07,15.18,11.67,21.79,6.61,2570
36,NY,11516,29.27,14.94,11.59,9.45,20.73,14.02,3280
36,NY,11518,25.54,17.14,14.46,11.43,21.79,9.64,5600
36,NY,11520,39.84,25.05,13.59,8.06,11.22,2.24,24070
36,NY,11530,23.02,10.48,9.58,7.99,21.23,27.71,14510
36,NY,11542,34.91,21.97,13.31,8.28,14.64,6.88,13520
36,NY,11545,25.42,11.63,9.97,7.48,18.6,26.91,6020
36,NY,11547,26.42,16.98,11.32,9.43,22.64,13.21,530
36,NY,11548,31.43,15.71,12.86,7.14,18.57,14.29,700
36,NY,11550,46.92,27.07,11.76,6.3,6.79,1.16,28560
36,NY,11552,30.43,20.18,13.41,10.48,19.03,6.47,12980
36,NY,11553,41.76,29.29,13.71,7.37,7.24,0.62,14510
36,NY,11554,26.93,18.75,14.18,10.98,22.51,6.66,19680
36,NY,11557,25.24,13.59,11.65,8.5,20.39,20.63,4120
36,NY,11558,30.82,19.53,14.59,9.88,19.29,5.88,4250
36,NY,11559,31.09,14.51,11.4,7.51,13.21,22.28,3860
36,NY,11560,26.43,15.62,10.81,7.51,17.42,22.22,3330
36,NY,11561,25.46,17.28,14.92,12.19,20.83,9.31,19440
36,NY,11563,26.05,17.37,14.62,11.69,23.04,7.22,11630
36,NY,11565,22.55,13.57,12.53,11.06,27.97,12.32,4790
36,NY,11566,24.4,13.62,11.16,9.57,25,16.25,18280
36,NY,11568,25.15,11.7,8.19,5.26,12.28,37.43,1710
36,NY,11569,21.84,13.79,11.49,9.2,26.44,17.24,870
36,NY,11570,25.46,13.92,12.1,8.72,20.25,19.55,14220
36,NY,11572,26.32,15.31,13.25,10.64,24.58,9.89,16070
36,NY,11575,45.33,27.55,13.72,6.59,6.37,0.44,9110
36,NY,11576,22.67,9.97,7.88,6.27,18.01,35.21,6220
36,NY,11577,23.99,12.67,11.15,8.28,19.93,23.99,5920
36,NY,11579,25,13.85,12.31,8.85,21.92,18.08,2600
36,NY,11580,30.41,21.13,15.66,11.54,17.96,3.3,22100
36,NY,11581,27.24,17.82,13.76,10.8,22.07,8.31,10830
36,NY,11590,36.11,22.57,12.79,8.41,14.84,5.29,25340
36,NY,11596,24.73,13.74,12.27,10.26,24.36,14.65,5460
36,NY,11598,24.79,11.28,9.91,8.03,20.68,25.3,5850
36,NY,11691,48.83,26.63,12.16,5.57,5.53,1.28,22610
36,NY,11692,46.92,26.77,12.76,6.49,6.15,0.91,8780
36,NY,11693,39.62,22.84,15.22,9.52,11.25,1.56,5780
36,NY,11694,30.18,18.36,13.96,10.14,19.37,8,8880
36,NY,11697,23.53,14.03,12.67,12.22,26.7,10.86,2210
36,NY,11701,36.98,25.5,14.49,8.2,11.69,3.14,14630
36,NY,11702,24.84,15.88,12.55,10.76,24.33,11.65,7810
36,NY,11703,27.47,21.61,15.74,12.92,18.89,3.37,9210
36,NY,11704,30.56,23.07,15.86,11.2,16.82,2.5,20810
36,NY,11705,27.05,13.9,11.66,10.42,24.57,12.41,4030
36,NY,11706,36.96,26.38,13.85,8.47,11.65,2.69,32710
36,NY,11709,27.97,14.97,12.43,10.45,22.6,11.58,3540
36,NY,11710,26.03,15.72,12.54,10.54,24.41,10.76,17940
36,NY,11713,35.49,22.37,14.97,9.8,13.49,3.88,5410
36,NY,11714,28.28,18.31,13.94,11.26,22.12,6.08,12340
36,NY,11715,25.82,13.93,13.11,9.84,26.64,10.66,2440
36,NY,11716,28.05,18.76,14.03,11.66,21.31,6.19,5490
36,NY,11717,44.84,31.98,12.8,5.52,4.52,0.34,32270
36,NY,11718,22.47,12.92,10.67,9.55,24.72,19.66,1780
36,NY,11719,25,18.75,14.38,10.63,23.13,8.13,1600
36,NY,11720,29.67,20.05,14.08,10.85,20.74,4.6,14560
36,NY,11721,23.35,12.87,11.08,9.88,23.05,19.76,3340
36,NY,11722,41.13,29.59,13.59,7.37,7.58,0.74,18990
36,NY,11724,24.39,9.76,10.37,5.49,15.24,34.76,1640
36,NY,11725,26.37,14.67,11.36,10.07,25.35,12.17,14790
36,NY,11726,41.52,27.11,13.06,7.98,8.88,1.45,11030
36,NY,11727,29.01,23.71,15.76,11.21,17.93,2.38,14720
36,NY,11729,31.11,22.3,15.09,11.01,17.22,3.27,14980
36,NY,11730,26.83,17.26,12.88,10.23,23.77,9.03,7530
36,NY,11731,27.18,15.38,12.19,9.91,24.32,11.02,15340
36,NY,11732,22.34,14.89,12.23,9.04,24.47,17.02,1880
36,NY,11733,24.37,13.1,9.91,8.43,24.03,20.16,8780
36,NY,11735,28.66,18.82,15.26,11.02,20.24,5.99,17690
36,NY,11738,30.56,20.1,14.15,10.7,20.69,3.8,8410
36,NY,11739,24.68,11.69,9.09,10.39,20.78,23.38,770
36,NY,11740,27.61,14.57,11.09,9.57,22.83,14.35,4600
36,NY,11741,26.92,17.85,15.16,11.21,23.53,5.33,14450
36,NY,11742,27.88,18.98,14.6,11.68,21.31,5.55,6850
36,NY,11743,25.56,14.94,11.48,8.78,21.2,18.05,22220
36,NY,11746,32.66,18.22,11.89,8.44,17.36,11.44,33650
36,NY,11747,24.18,13.5,11.41,8.76,22.54,19.62,10960
36,NY,11749,30.94,25.41,16.02,9.94,14.92,2.76,1810
36,NY,11751,27.8,19.31,14.03,10.94,20.46,7.46,7770
36,NY,11752,29.61,20.48,14.15,10.61,21.23,3.91,5370
36,NY,11753,23.6,11.34,9.78,7.61,21.27,26.4,6440
36,NY,11754,26.96,16.74,12.29,10.33,24.07,9.61,9680
36,NY,11755,28.66,16.88,13.85,11.15,22.29,7.17,6280
36,NY,11756,27.61,19.21,14.98,11.76,22.21,4.22,22960
36,NY,11757,31.31,22.01,15.21,10.62,18.01,2.85,23540
36,NY,11758,26.19,16.32,13.4,10.32,23.31,10.46,29170
36,NY,11762,24.64,14.09,12.74,10.04,27.59,10.89,11850
36,NY,11763,31.54,22.11,14.33,11.02,17.7,3.31,14520
36,NY,11764,26.57,13.99,10.85,9.75,26.57,12.26,6360
36,NY,11765,18.18,15.15,9.09,9.09,15.15,33.33,330
36,NY,11766,25.36,14.05,11.63,9.69,25.69,13.57,6190
36,NY,11767,26.62,15.59,11.86,9.66,25.24,11.03,7250
36,NY,11768,25.07,12.4,10.87,8.54,23.63,19.5,11130
36,NY,11769,25.59,16.14,12.99,11.61,25.59,8.07,5080
36,NY,11770,37.5,12.5,18.75,0,31.25,0,160
36,NY,11771,26.41,15.53,12.04,7.96,17.67,20.39,5150
36,NY,11772,32.11,23.33,14.78,10.57,16.18,3.03,22800
36,NY,11776,31.76,20.24,13.39,10.29,20.08,4.24,12250
36,NY,11777,25.96,14.89,11.28,9.57,23.4,14.89,4700
36,NY,11778,27.95,19.55,14.05,11.63,22.62,4.2,6190
36,NY,11779,28.94,20.72,15.19,11.47,20.1,3.57,19350
36,NY,11780,27.74,14.12,11.7,8.78,21.37,16.28,7860
36,NY,11782,25.62,15.89,12.93,10.1,24.51,10.96,8120
36,NY,11783,24.6,15.28,13.32,10.66,26.2,9.95,11260
36,NY,11784,31.88,22.17,15.05,10.92,17.8,2.18,12360
36,NY,11786,27.62,13.97,9.52,8.25,26.67,13.97,3150
36,NY,11787,25.84,14.03,11.47,10.04,26.13,12.49,17530
36,NY,11788,26.44,16.05,13.05,10.05,24.71,9.7,8660
36,NY,11789,28.15,19.3,15.55,12.6,20.64,3.75,3730
36,NY,11790,26.56,13.8,10.09,9.05,25.52,14.99,6740
36,NY,11791,23.79,11.93,9.79,7.9,21.73,24.86,12150
36,NY,11792,24.77,14.95,11.92,10.51,26.4,11.45,4280
36,NY,11793,24.73,14.59,12.16,10.56,26.87,11.09,16860
36,NY,11795,26.29,16.36,13.03,10.38,24.09,9.85,13200
36,NY,11796,25.53,16.49,11.17,12.23,27.13,7.45,1880
36,NY,11797,25.16,11.28,9.76,7.16,17.14,29.5,4610
36,NY,11798,43.21,28.69,12.89,5.81,8.25,1.16,8610
36,NY,11801,32.23,20.64,14.14,10.23,18.91,3.86,22000
36,NY,11803,23.47,12.3,11.31,9.14,26.07,17.71,14230
36,NY,11804,22.71,11.95,11.95,9.16,24.7,19.52,2510
36,NY,11901,39.06,26.32,13.58,8.06,10.51,2.46,13030
36,NY,11930,32.23,18.18,13.22,8.26,15.7,12.4,1210
36,NY,11931,28.32,21.24,13.27,10.62,20.35,6.19,1130
36,NY,11932,27.45,17.65,13.73,8.82,15.69,16.67,1020
36,NY,11933,31.36,20.9,12.99,10.73,18.36,5.65,3540
